intent,response,utter_link,utter_send_link,utter_ask_more,featureless
QTY-AGE_TAKE, 인출하시는데 연령 제한 관련 정보가 궁금하시군요 /  인출 시 요구되는 나이 제한을 문의해 주셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/take](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""통장에서 인출하려고 하는데 연령 제한 관련 정보를 알고 싶어요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
QTY-GEN_TAKE," 인출하시는데 해당 서비스 관련 비용, 수수료, 이자에 대해 문의해주셨군요 /  인출 시 발생하는 비용에 대해 문의해 주셨군요",이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/take](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""통장에서 인출하려고 하는데 발생하는 비용을 알고 싶어요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
ERROR_TAKE, 인출하시는데 문제가 있으시군요 /  인출 오류가 발생하셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/take](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""통장에서 인출하려고 하는데 오류가 발생합니다.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
REQUEST_TAKE, 인출을 원하시는군요 /  인출을 희망하시는군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/take](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""통장에서 인출하고 싶어요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHO_PUT, 입금하시는데 어느 부서가 해결해 줄 수 있는지 궁금하시군요 /  입금을 담당하는 부서에 대해 문의해 주셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/put](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""통장에 입금하려고 하는데 누구에게 물어봐야 해요?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHAT_PUT, 입금하시는데 해당 서비스가 뭔지 궁금하시군요 /  입금과 관련된 정보를 찾고 계시는군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/put](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""통장에 입금하려고 하는데 뭐가 필요하죠?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHERE_PUT, 입금하시는데 어디서 해결 할 수 있는지 궁금하시군요 /  입금을 해결할 수 있는 곳을 찾고 계시는군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/put](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""통장에 입금하려고 하는데 어디서 할 수 있나요?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHEN_PUT, 입금하시는데 해당 서비스 제공 시간을 알고 싶으시군요 /  입금이 가능한 시간을 알고 싶으시군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/put](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""통장에 입금하려고 하는데 언제 가능한가요?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHY_PUT, 입금하시는데 발생한 불편함에 대한 원인이 궁금하셨군요 /  입금 오류의 원인을 문의해 주셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/put](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""통장에 입금하려고 하는데 왜 안되는지 이유를 알려주세요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
HOW_PUT, 입금하시는데 해당 서비스를 이용하는 방법에 대해 궁금하시군요 /  입금 방법에 대해 궁금하시군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/put](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""통장에 입금하려고 하는데 어떻게 해야하는지 궁금해요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
QTY-AGE_PUT, 입금하시는데 연령 제한에 대해 궁금하시군요 /  입금 시 나이 제한에 대해 궁금하시군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/put](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""통장에 입금하려고 하는데 연령 제한 관련 정보를 알고 싶어요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
QTY-GEN_PUT," 입금하시는데 발생하는 비용, 수수료, 이자를 알고 싶으시군요 /  입금 시 발생하는 비용에 대해 문의해 주셨군요",이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/put](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""통장에 입금하려고 하는데 발생하는 비용을 알고 싶어요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
ERROR_PUT, 입금하시는데 어려움이 있으시군요 /  입금 오류가 발생하셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/put](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""통장에 입금하려고 하는데 오류가 발생합니다.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
REQUEST_PUT, 입금을 원하시는군요 입금을 희망하시는군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/put](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""통장에 입금하고 싶어요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHO_SEND, 송금하시는데 어느 부서가 해결해 줄 수 있는지 궁금하시군요 /  송금을 담당하는 부서를 찾고 계셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/send](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""앱에서 송금하려고 하는데 누구에게 물어봐야 해요?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHAT_SEND, 송금하시는데 해당 서비스가 뭔지 궁금하시군요 /  송금 관련된 정보를 찾고 계시는군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/send](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""앱에서 송금하려고 하는데 뭐가 필요하죠?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHERE_SEND, 송금하시는데 어디서 할 수 있는지 궁금하시군요 /  송금이 가능한 곳을 찾고 계셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/send](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""앱에서 송금하려고 하는데 어디서 할 수 있나요?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHEN_SEND, 송금하시는데 해당 서비스 제공 시간이 궁금하시군요 /  송금 가능한 시간을 문의해 주셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/send](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""앱에서 송금하려고 하는데 언제 가능한가요?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHY_SEND, 송금하시는데 해당 서비스 이용에 있어 발생한 불편함에 대한 원인이 궁금하셨군요 /  송금 오류의 원인에 대해 문의해 주셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/send](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""앱에서 송금하려고 하는데 왜 안되는지 이유를 알려주세요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
HOW_SEND, 송금하시는데 해당 서비스를 어떻게 사용하는지 궁금하시군요 /  송금 방법에 대해 문의해 주셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/send](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""앱에서 송금하려고 하는데 어떻게 해야하는지 궁금해요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
QTY-AGE_SEND, 송금하시는데 연령 제한에 대해 궁금하시군요 /  송금 시 나이 제한이 있는지 문의해 주셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/send](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""앱에서 송금하려고 하는데 연령 제한 관련 정보를 알고 싶어요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
QTY-GEN_SEND," 송금하시는데 발생하는 비용, 수수료, 이자에 대해 궁금하시군요 /  송금 시 발생하는 비용을 문의해 주셨군요",이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/send](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""앱에서 송금하려고 하는데 발생하는 비용을 알고 싶어요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
ERROR_SEND, 송금하시는데 어려움이 있으시군요 /  송금 오류가 발생하셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/send](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""앱에서 송금하려고 하는데 오류가 발생합니다.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
REQUEST_SEND, 송금하시는데 도움이 필요하셨군요 /  송금을 희망하시는군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/send](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""앱에서 송금하고 싶어요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHO_MANAGE, 투자운용관리하시는데 어느 부서가 해결해 줄 수 있는지 궁금하시군요 /  투자운용관리를 담당하는 부서를 찾고 계시는군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/manage](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""주식에 투자하려고 하는데 누구에게 물어봐야 해요?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHAT_MANAGE, 투자운용관리하시는데 해당 서비스가 뭔지 궁금하시군요 /  투자운용관리와 관련된 정보를 찾고 계시는군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/manage](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""주식에 투자하려고 하는데 뭐가 필요하죠?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHERE_MANAGE, 투자운용관리하시는데 어디서 해결 할 수 있는지 궁금하시군요 /  투자운용관리를 해결할 수 있는 곳을 찾고 계시는군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/manage](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""주식에 투자하려고 하는데 어디서 할 수 있나요?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHEN_MANAGE, 투자운용관리하시는데 해당 서비스 제공 시간이 궁금하시군요 /  투자운용관리가 가능한 시간에 대해 문의해 주셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/manage](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""주식에 투자하려고 하는데 언제 가능한가요?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHY_MANAGE, 투자운용관리하시는데 해당 서비스 이용에 있어 발생한 오류에 대한 원인이 궁금하셨군요 /  투자운용관리 오류의 원인에 대해 문의해 주셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/manage](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""주식에 투자하려고 하는데 왜 안되는지 이유를 알려주세요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
HOW_MANAGE, 투자운용관리하시는데 해당 서비스를 이용하는 방법이 궁금하시군요 /  투자운용관리 방법에 대해 문의해 주셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/manage](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""주식에 투자하려고 하는데 어떻게 해야하는지 궁금해요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
QTY-AGE_MANAGE, 투자운용관리하시는데 연령 제한 관련 정보가 궁금하시군요 /  투자운용관리 요청 시 나이 제한과 관련된 정보를 문의해 주셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/manage](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""주식에 투자하려고 하는데 연령 제한 관련 정보를 알고 싶어요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
QTY-GEN_MANAGE," 투자운용관리하시는데 발생하는 비용, 수수료, 이자에 대해 문의해주셨군요 /  투자운용관리 시 발생하는 비용에 대해 문의해주셨군요",이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/manage](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""주식에 투자하려고 하는데 발생하는 비용을 알고 싶어요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
ERROR_MANAGE, 투자운용관리하시는데 문제가 발생한 상황이군요 /  투자운용관리 요청 시 문제가 발생하셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/manage](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""주식에 투자하려고 하는데 오류가 발생합니다.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
REQUEST_MANAGE, 투자운용관리를 원하시는군요 /  투자운용관리를 희망하시군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/manage](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""주식에 투자하고 싶어요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHO_BUY, 매수하시는데 누가 해결해 줄 수 있는지 궁금하시군요 /  매수를 담당하는 부서를 찾고 계셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/buy](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""주식을 매수하려고 하는데 누구에게 물어봐야 해요?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHAT_BUY, 매수하시는데 해당 서비스에 대한 정보 궁금하시군요 /  매수와 관련된 정보를 찾고 계셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/buy](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""주식을 매수하려고 하는데 뭐가 필요하죠?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHERE_BUY, 매수하시는데 어디서 할 수 있는지 궁금하시군요 /  매수가 가능한 곳을 찾고 계셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/buy](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""주식을 매수하려고 하는데 어디서 할 수 있나요?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHEN_BUY, 매수하시는데 해당 서비스 제공 시간을 알고 싶으시군요 /  매수가 가능한 시간을 문의해 주셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/buy](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""주식을 매수하려고 하는데 언제 가능한가요?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHY_BUY, 매수하시는데 발생한 오류에 대한 이유가 궁금하셨군요 /  매수 시 발생하는 오류의 원인에 대해 문의해 주셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/buy](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""주식을 매수하려고 하는데 왜 안되는지 이유를 알려주세요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
HOW_BUY, 매수하시는데 해당 서비스를 이용하는 방법이 궁금하시군요 /  매수 방법에 대해 문의해 주셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/buy](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""주식을 매수하려고 하는데 어떻게 해야하는지 궁금해요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
QTY-AGE_BUY, 매수하시는데 나이 제한 관련 정보가 궁금하시군요 /  매수 시 연령 제한과 관련된 정보를 문의해 주셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/buy](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""주식을 매수하려고 하는데 연령 제한 관련 정보를 알고 싶어요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
QTY-GEN_BUY," 매수하시는데 발생하는 비용, 수수료, 이자에 대해 문의해주셨군요 /  매수 시 발생하는 비용에 대해 문의해 주셨군요",이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/buy](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""주식을 매수하려고 하는데 발생하는 비용을 알고 싶어요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
ERROR_BUY, 매수하시는데 어려움이 있으시군요 /  매수할 때 오류가 발생하셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/buy](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""주식을 매수하려고 하는데 오류가 발생합니다.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
REQUEST_BUY, 매수를 원하시는군요 /  매수를 희망하시는군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/buy](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""주식을 매수하고 싶어요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHO_SELL, 매도하시는데 어느 부서가 해결해 줄 수 있는지 궁금하시군요 /  매도를 담당하는 부서를 찾고 계셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/sell](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""주식을 매도하려고 하는데 누구에게 물어봐야 해요?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHAT_SELL, 매도하시는데 해당 서비스가 궁금하시군요 /  매도와 관련된 정보를 찾고 계셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/sell](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""주식을 매도하려고 하는데 뭐가 필요하죠?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHERE_SELL, 매도하시는데 어디서 해결 할 수 있는지 궁금하시군요 /  매도를 어디서 할 수 있는지 찾고 계셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/sell](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""주식을 매도하려고 하는데 어디서 할 수 있나요?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHEN_SELL, 매도하시는데 해당 서비스 제공 시간을 알고 싶으시군요 /  매도가 가능한 시간에 대해 문의해 주셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/sell](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""주식을 매도하려고 하는데 언제 가능한가요?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHY_SELL, 매도하시는데 해당 서비스 이용에 있어 발생한 불편함에 대한 원인이 궁금하셨군요 /  매도 시 발생하는 오류의 원인에 대해 문의해 주셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/sell](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""주식을 매도하려고 하는데 왜 안되는지 이유를 알려주세요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
HOW_SELL, 매도하시는데 해당 서비스를 어떻게 사용하는지 궁금하시군요 /  매도 방법에 대해 문의해 주셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/sell](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""주식을 매도하려고 하는데 어떻게 해야하는지 궁금해요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
QTY-AGE_SELL, 매도하시는데 연령 제한 관련 정보가 궁금하시군요 /  매도 시 나이 제한에 대해 문의해주셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/sell](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""주식을 매도하려고 하는데 연령 제한 관련 정보를 알고 싶어요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
QTY-GEN_SELL," 매도하시는데 해당 서비스 관련 비용, 수수료, 이자를 알고 싶으시군요 /  매도 시 발생하는 비용에 대해 문의해 주셨군요",이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/sell](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""주식을 매도하려고 하는데 발생하는 비용을 알고 싶어요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
ERROR_SELL, 매도하시는데 문제가 있으시군요 /  매도 시 오류가 발생하셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/sell](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""주식을 매도하려고 하는데 오류가 발생합니다.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
REQUEST_SELL, 매도하시는데 도움이 필요하셨군요 /  매도를 희망하시는군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/sell](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""주식을 매도하고 싶어요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHO_RISE, 올리시는데 어느 부서가 해결해 줄 수 있는지 궁금하시군요 /  올리실 때 도와줄 수 있는 부서를 찾고 계시는 군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/rise](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""이자를 올리려고 하는데 누구에게 물어봐야 해요?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHAT_RISE, 올리시는데 해당 서비스에 대해 궁금하시군요 /  올리시는데 이와 관련된 정보를 찾고 계시는 군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/rise](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""이자를 올리려고 하는데 뭐가 필요하죠?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHERE_RISE, 올리시는데 어디서 해결 할 수 있는지 궁금하시군요 /  올리시는데 이를 해결할 수 있는 곳을 찾고 계시는군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/rise](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""이자를 올리려고 하는데 어디서 할 수 있나요?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHEN_RISE, 올리시는데 해당 서비스 제공 시간을 알고 싶으시군요 /  올릴 수 있는 시간을 문의해주셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/rise](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""이자를 올리려고 하는데 언제 가능한가요?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
